episode_reward,epoch,step,train_loss
-13.0,0,49,
9.0,0,99,8.88145637512207
-44.0,0,149,3.2092056274414062
-20.0,0,199,1.4794909954071045
8.0,0,249,2.0868449211120605
-12.0,0,299,1.7034451961517334
-11.0,0,349,2.5614984035491943
-23.0,0,399,2.3906426429748535
-33.0,0,449,1.660921573638916
-25.0,0,499,1.2730813026428223
10.0,0,549,4.09095573425293
-36.0,0,599,3.3587138652801514
-11.0,0,649,0.38374394178390503
-54.0,0,699,1.5418784618377686
-18.0,0,749,1.8981214761734009
8.0,0,799,1.8299288749694824
-12.0,0,849,1.2412625551223755
-48.0,0,899,2.7460906505584717
4.0,0,949,4.590915203094482
-13.0,0,999,1.9126639366149902
8.0,0,1049,2.1547789573669434
-30.0,0,1099,5.586276054382324
-47.0,0,1149,0.8634558916091919
10.0,0,1199,1.047818660736084
-17.0,0,1249,1.9809129238128662
-50.0,0,1299,0.9136118292808533
1.0,0,1349,0.7808213829994202
-10.0,0,1399,1.5547657012939453
-17.0,0,1449,1.7294186353683472
-17.0,0,1499,1.298532485961914
3.0,0,1549,2.2064461708068848
4.0,0,1599,0.62315434217453
-16.0,0,1649,0.653755247592926
-21.0,0,1699,2.635200023651123
2.0,0,1749,1.5715358257293701
-44.0,0,1799,1.158178448677063
-50.0,0,1849,0.7568888664245605
-33.0,0,1899,0.7821875810623169
-50.0,0,1949,0.6327769756317139
-11.0,0,1999,0.6192224025726318
1.0,0,2049,0.7568774223327637
-46.0,0,2099,1.3487703800201416
0.0,0,2149,2.4393649101257324
-50.0,0,2199,1.1629433631896973
2.0,0,2249,0.4080783724784851
-23.0,0,2299,1.1139189004898071
-13.0,0,2349,1.2042428255081177
-14.0,0,2399,1.6080381870269775
10.0,0,2449,0.9084231853485107
-23.0,0,2499,0.8850821852684021
-10.0,0,2549,0.6637461185455322
7.0,0,2599,1.521253228187561
10.0,0,2649,0.7712679505348206
0.0,0,2699,0.9055925607681274
-10.0,0,2749,5.7807111740112305
-50.0,0,2799,0.6747263669967651
-28.0,0,2849,0.8472049236297607
-31.0,0,2899,0.8431951403617859
-50.0,0,2949,1.4131320714950562
7.0,0,2999,1.896540880203247
-36.0,0,3049,0.7370926141738892
9.0,0,3099,1.6526250839233398
-24.0,0,3149,0.7172629833221436
-6.0,0,3199,5.359644412994385
-50.0,0,3249,1.235219955444336
-19.0,0,3299,4.067162990570068
-50.0,0,3349,1.842508316040039
-18.0,0,3399,1.108938455581665
10.0,0,3449,1.0383684635162354
-3.0,0,3499,1.4481070041656494
-15.0,0,3549,0.9677379727363586
-10.0,0,3599,0.7974080443382263
10.0,0,3649,1.8363137245178223
8.0,0,3699,0.9481711387634277
-12.0,0,3749,0.6961157321929932
-10.0,0,3799,0.7932640314102173
-16.0,0,3849,1.3699471950531006
-36.0,0,3899,0.7923974394798279
-27.0,0,3949,0.8661254644393921
10.0,0,3999,4.537266731262207
-32.0,0,4049,1.962686538696289
-8.0,0,4099,0.6400845050811768
-32.0,0,4149,0.5691398978233337
-29.0,0,4199,0.6499848365783691
9.0,0,4249,5.838653087615967
8.0,0,4299,0.6299270391464233
1.0,0,4349,0.9655418395996094
-8.0,0,4399,1.0684376955032349
10.0,0,4449,1.0307945013046265
7.0,0,4499,1.1607694625854492
-17.0,0,4549,1.2026922702789307
2.0,0,4599,0.4081416726112366
-4.0,0,4649,4.3408203125
-27.0,0,4699,1.1323479413986206
-25.0,0,4749,0.44333040714263916
-50.0,0,4799,0.7616031169891357
7.0,0,4849,3.3663060665130615
2.0,0,4899,1.3412318229675293
-2.0,0,4949,0.5426545739173889
-3.0,0,4999,0.8124786615371704
-1.0,0,5049,0.8404269814491272
-10.0,0,5099,1.5042719841003418
-50.0,0,5149,0.8748258352279663
-23.0,0,5199,0.7012518644332886
4.0,0,5249,1.2031384706497192
