episode_reward,epoch,step,train_loss
8.0,0,49,
-5.0,0,99,4.945137023925781
-30.0,0,149,3.7140743732452393
-7.0,0,199,2.0563101768493652
-24.0,0,249,6.6006855964660645
-29.0,0,299,3.314873456954956
4.0,0,349,1.4546380043029785
-17.0,0,399,1.8325748443603516
-7.0,0,449,1.3520524501800537
0.0,0,499,2.7159788608551025
-46.0,0,549,0.7768577337265015
8.0,0,599,1.325400710105896
-14.0,0,649,2.3744192123413086
-25.0,0,699,0.7822750806808472
1.0,0,749,2.985379695892334
-12.0,0,799,1.0702729225158691
10.0,0,849,2.7119646072387695
10.0,0,899,0.9655009508132935
-3.0,0,949,1.5613017082214355
-31.0,0,999,2.103476047515869
-46.0,0,1049,0.8231739401817322
-50.0,0,1099,1.25926673412323
-9.0,0,1149,0.7768423557281494
6.0,0,1199,0.6712254285812378
9.0,0,1249,0.6177809238433838
-11.0,0,1299,0.5931545495986938
10.0,0,1349,1.2481768131256104
-11.0,0,1399,0.548902153968811
-10.0,0,1449,0.9721679091453552
-18.0,0,1499,0.8598849177360535
-14.0,0,1549,0.8209106922149658
-2.0,0,1599,2.1439497470855713
5.0,0,1649,0.679322361946106
8.0,0,1699,0.48867180943489075
-2.0,0,1749,4.688301086425781
-12.0,0,1799,0.9941130876541138
-24.0,0,1849,0.6162356734275818
-3.0,0,1899,4.889264106750488
0.0,0,1949,1.003100037574768
7.0,0,1999,3.6661126613616943
-21.0,0,2049,0.9477989673614502
-4.0,0,2099,2.132840633392334
-7.0,0,2149,1.1679375171661377
-19.0,0,2199,0.8166583776473999
2.0,0,2249,0.9344589710235596
6.0,0,2299,0.5771172046661377
4.0,0,2349,1.965283989906311
-20.0,0,2399,1.173557162284851
2.0,0,2449,0.6761945486068726
10.0,0,2499,1.064635157585144
10.0,0,2549,0.5722979307174683
6.0,0,2599,1.4693764448165894
-18.0,0,2649,0.9674018025398254
-6.0,0,2699,0.751681923866272
5.0,0,2749,1.3251783847808838
6.0,0,2799,2.164752960205078
-11.0,0,2849,0.9335740804672241
2.0,0,2899,0.7896931767463684
-50.0,0,2949,4.97622013092041
-48.0,0,2999,1.275141954421997
2.0,0,3049,0.8164650797843933
8.0,0,3099,2.5645663738250732
3.0,0,3149,0.5698421001434326
6.0,0,3199,0.9169012904167175
-19.0,0,3249,2.186523914337158
8.0,0,3299,0.6911125183105469
-34.0,0,3349,1.3949337005615234
-1.0,0,3399,1.027632474899292
-34.0,0,3449,1.987449049949646
-13.0,0,3499,0.6093139052391052
4.0,0,3549,0.7531892657279968
-31.0,0,3599,4.580007553100586
-14.0,0,3649,1.0336768627166748
7.0,0,3699,0.43431413173675537
9.0,0,3749,0.814483106136322
-32.0,0,3799,0.4238004684448242
10.0,0,3849,0.8925844430923462
-30.0,0,3899,0.7431958317756653
-14.0,0,3949,1.1798443794250488
-3.0,0,3999,1.4413690567016602
-32.0,0,4049,4.468246936798096
-14.0,0,4099,0.9304499626159668
7.0,0,4149,2.6110479831695557
9.0,0,4199,0.6565127372741699
-1.0,0,4249,1.0905194282531738
-15.0,0,4299,1.160202980041504
-50.0,0,4349,0.7325546741485596
-50.0,0,4399,0.8969614505767822
-6.0,0,4449,0.45856329798698425
-30.0,0,4499,0.601909339427948
8.0,0,4549,0.6968511343002319
6.0,0,4599,0.5070480108261108
9.0,0,4649,0.9545100927352905
10.0,0,4699,0.5803519487380981
6.0,0,4749,0.3911883234977722
-10.0,0,4799,0.640616774559021
-15.0,0,4849,1.037155270576477
-11.0,0,4899,0.4995025098323822
-24.0,0,4949,0.3522207736968994
-6.0,0,4999,0.5450732707977295
-23.0,0,5049,1.7904847860336304
-36.0,0,5099,1.0262770652770996
4.0,0,5149,0.41551247239112854
-4.0,0,5199,1.1860231161117554
8.0,0,5249,0.8691604137420654
-50.0,0,5299,0.776854395866394
7.0,0,5349,1.2641633749008179
6.0,0,5399,0.4480586647987366
8.0,0,5449,0.6567296981811523
1.0,0,5499,0.622861385345459
-11.0,0,5549,1.230799913406372
8.0,0,5599,0.7239695191383362
-5.0,0,5649,0.6026991605758667
-24.0,0,5699,0.93260258436203
10.0,0,5749,1.0325456857681274
-10.0,0,5799,0.4317825436592102
-50.0,0,5849,0.9448504447937012
9.0,0,5899,0.46503886580467224
-20.0,0,5949,1.7806326150894165
10.0,0,5999,0.6505491733551025
9.0,0,6049,0.9207603335380554
-15.0,0,6099,0.6845951080322266
-22.0,0,6149,0.592828094959259
3.0,0,6199,1.1926897764205933
7.0,0,6249,0.8075175881385803
5.0,0,6299,1.364224910736084
-4.0,0,6349,1.9612444639205933
-18.0,0,6399,0.5300441980361938
-23.0,0,6449,1.0309393405914307
-5.0,0,6499,0.5734876394271851
8.0,0,6549,0.9350945353507996
10.0,0,6599,0.8270840644836426
-4.0,0,6649,0.913354218006134
-11.0,0,6699,0.8721420168876648
8.0,0,6749,1.3371045589447021
-54.0,0,6799,5.3143534660339355
9.0,0,6849,1.2914608716964722
7.0,0,6899,0.9442405104637146
-4.0,0,6949,0.7480374574661255
9.0,0,6999,1.7447584867477417
-10.0,0,7049,4.749626159667969
10.0,0,7099,0.8485698699951172
-7.0,0,7149,2.336055278778076
-5.0,0,7199,0.4735785126686096
-50.0,0,7249,0.9347056150436401
10.0,0,7299,2.831474781036377
8.0,0,7349,2.3306121826171875
5.0,0,7399,1.7603280544281006
-43.0,0,7449,0.7720125913619995
2.0,0,7499,0.7512585520744324
-44.0,0,7549,1.3671610355377197
-4.0,0,7599,0.4387422800064087
-19.0,0,7649,0.7988135814666748
4.0,0,7699,0.8129571676254272
7.0,0,7749,0.8339507579803467
-32.0,0,7799,0.9495383501052856
-58.0,0,7849,0.8221337795257568
7.0,0,7899,1.6390875577926636
-32.0,0,7949,1.882726788520813
10.0,0,7999,0.4685806930065155
10.0,0,8049,1.1366188526153564
-23.0,0,8099,0.5514633059501648
10.0,0,8149,0.7914819717407227
-50.0,0,8199,0.5219616889953613
-5.0,0,8249,0.6123825311660767
8.0,0,8299,0.7902876138687134
9.0,0,8349,0.5891191959381104
-50.0,0,8399,0.4071807265281677
-20.0,0,8449,0.8492790460586548
9.0,0,8499,0.8459587097167969
2.0,0,8549,0.6744948029518127
-50.0,0,8599,0.5880451202392578
9.0,0,8649,0.622907817363739
2.0,0,8699,0.9436487555503845
7.0,0,8749,0.569593071937561
5.0,0,8799,1.6100506782531738
