episode_reward,epoch,step,train_loss
-50.0,0,8849,1.5891094207763672
10.0,0,8899,0.732340931892395
10.0,0,8949,0.9872739315032959
-10.0,0,8999,0.8402721881866455
7.0,0,9049,0.7614424228668213
-12.0,0,9099,4.003133773803711
-11.0,0,9149,0.36702901124954224
7.0,0,9199,0.6671828627586365
-1.0,0,9249,0.8599661588668823
-50.0,0,9299,0.8425713777542114
6.0,0,9349,1.1665406227111816
-50.0,0,9399,0.7227104902267456
-50.0,0,9449,1.1962716579437256
9.0,0,9499,0.6118490695953369
-50.0,0,9549,0.7712728977203369
-19.0,0,9599,0.6486186981201172
5.0,0,9649,0.49123045802116394
-11.0,0,9699,0.7674323320388794
-22.0,0,9749,0.791003942489624
0.0,0,9799,1.740981101989746
-8.0,0,9849,0.9670448303222656
-10.0,0,9899,0.5287466645240784
6.0,0,9949,0.7292592525482178
5.0,0,9999,0.81866455078125
-12.0,0,10049,1.0257079601287842
10.0,0,10099,0.8002704977989197
5.0,0,10149,1.3685004711151123
9.0,0,10199,0.9609971642494202
4.0,0,10249,1.179051160812378
-21.0,0,10299,0.4706551730632782
-11.0,0,10349,0.740967333316803
-35.0,0,10399,1.0577702522277832
-10.0,0,10449,0.6304747462272644
4.0,0,10499,0.6025543808937073
5.0,0,10549,0.7335394620895386
6.0,0,10599,0.7121342420578003
-9.0,0,10649,1.6887972354888916
5.0,0,10699,1.202483057975769
4.0,0,10749,0.6780828237533569
8.0,0,10799,0.5501914024353027
6.0,0,10849,3.574030876159668
-11.0,0,10899,0.6532573699951172
8.0,0,10949,2.341014862060547
8.0,0,10999,0.847926139831543
-50.0,0,11049,1.8048821687698364
9.0,0,11099,0.8343738913536072
3.0,0,11149,1.125588297843933
-50.0,0,11199,0.8798847198486328
-15.0,0,11249,0.9514583349227905
-3.0,0,11299,4.319853782653809
7.0,0,11349,1.2750675678253174
-19.0,0,11399,0.7090840935707092
10.0,0,11449,0.5227702856063843
10.0,0,11499,0.4811343848705292
9.0,0,11549,1.2960313558578491
6.0,0,11599,1.1191266775131226
8.0,0,11649,1.0495233535766602
-18.0,0,11699,0.710207462310791
-27.0,0,11749,0.844285786151886
8.0,0,11799,0.6800127029418945
10.0,0,11849,0.8113644123077393
-50.0,0,11899,0.8252087831497192
-32.0,0,11949,0.7063044309616089
-23.0,0,11999,0.6409269571304321
-3.0,0,12049,0.8176931142807007
-11.0,0,12099,0.6187953352928162
4.0,0,12149,0.5224488377571106
-21.0,0,12199,0.5839690566062927
-11.0,0,12249,0.7739413976669312
5.0,0,12299,1.717236042022705
-10.0,0,12349,0.6779247522354126
6.0,0,12399,0.5825967788696289
-50.0,0,12449,0.45103704929351807
4.0,0,12499,0.7928630113601685
-50.0,0,12549,0.6292613744735718
9.0,0,12599,0.8149940371513367
10.0,0,12649,0.4536047875881195
-5.0,0,12699,0.7352415919303894
9.0,0,12749,0.9334592819213867
-50.0,0,12799,0.37449902296066284
-32.0,0,12849,0.5172092318534851
-5.0,0,12899,0.5215911865234375
-26.0,0,12949,0.6115881204605103
10.0,0,12999,0.5537905693054199
-50.0,0,13049,1.3932403326034546
-12.0,0,13099,3.329655647277832
10.0,0,13149,1.2066419124603271
-15.0,0,13199,0.7346173524856567
5.0,0,13249,0.5554993152618408
5.0,0,13299,0.951478123664856
8.0,0,13349,0.824804425239563
3.0,0,13399,0.8812408447265625
10.0,0,13449,0.7905988693237305
7.0,0,13499,0.7802277207374573
-14.0,0,13549,1.2143783569335938
-4.0,0,13599,0.7572958469390869
10.0,0,13649,0.5405100584030151
-35.0,0,13699,0.5855032205581665
5.0,0,13749,1.4120324850082397
4.0,0,13799,0.41147011518478394
7.0,0,13849,0.638069748878479
9.0,0,13899,0.5987793803215027
-10.0,0,13949,0.36047470569610596
-36.0,0,13999,1.3454313278198242
10.0,0,14049,0.629400908946991
9.0,0,14099,0.4980975389480591
7.0,0,14149,0.8502222299575806
-50.0,0,14199,0.6213579177856445
-50.0,0,14249,0.7616428136825562
6.0,0,14299,1.8998167514801025
8.0,0,14349,0.4344272017478943
6.0,0,14399,0.7335792779922485
-50.0,0,14449,0.6195995211601257
-35.0,0,14499,0.5426389575004578
-16.0,0,14549,0.9139856100082397
-25.0,0,14599,1.003499984741211
6.0,0,14649,0.9302787780761719
-2.0,0,14699,0.8761582970619202
8.0,0,14749,0.9320071935653687
-12.0,0,14799,2.198047161102295
5.0,0,14849,0.39599084854125977
-5.0,0,14899,1.3019083738327026
8.0,0,14949,0.5283824801445007
10.0,0,14999,0.39505696296691895
